cumulative_return,annualised_return,sharpe,sortino,calmar,max_drawdown,exposure,trades
3.1906695289405986,0.2763105676150701,2.0408905016671905,1.914576650074643,2.209117804792265,-0.1250773349504795,0.1966216216216216,276
